Provide the location of messagelog to calculate delays from
Starting parse...|0|0|0
678|3181|2|1
679|2522|1|1
680|2479|1|1
681|3280|2|1
682|3002|1|2
683|2533|1|1
684|2480|0|2
685|2458|1|1
686|3433|2|2
687|2442|1|2
688|5149|1|5
689|2518|1|2
690|2490|0|2
691|2516|1|1
692|2532|1|1
693|2446|1|1
694|3110|2|1
695|2757|1|2
696|2906|1|2
697|2530|1|2
698|2750|1|1
699|2490|1|2
700|2538|1|2
701|2547|1|1
702|2602|1|2
703|2519|1|2
704|3216|1|2
705|7009|3|4
706|2613|1|1
707|3089|1|2
708|2471|1|2
709|2716|1|2
710|7851|6|2
711|2517|0|3
712|3110|1|2
713|2513|1|2
714|3057|1|2
715|3109|2|1
716|2444|1|1
717|2599|1|2
718|2469|1|2
719|2594|2|1
720|3296|2|2
721|3219|2|2
722|2527|1|2
723|2565|1|1
724|3036|1|2
725|2440|1|1
726|2542|1|1
727|2740|1|2
728|2557|1|2
729|4768|1|4
730|3085|2|1
731|2422|0|2
732|2516|1|2
733|3626|3|1
734|3007|1|2
735|3240|2|1
736|2594|0|2
737|3367|2|2
738|2432|1|1
739|2914|0|2
740|4758|1|4
741|2540|2|1
742|3482|2|2
743|2470|1|2
744|2545|2|1
745|2838|1|2
746|2613|1|1
747|2463|1|1
748|4860|3|2
749|2489|1|2
750|3119|2|1
751|3314|2|1
752|3078|2|1
753|2486|1|2
754|2740|1|2
755|2495|1|1
756|2432|1|1
757|2475|0|2
758|2430|1|1
759|3489|2|2
760|2432|1|2
761|2453|0|2
762|2441|1|1
763|2504|0|2
764|2513|1|2
765|2525|0|2
766|2453|1|1
767|3058|2|1
768|3518|1|2
769|2826|1|1
770|4871|1|3
771|3025|2|1
772|2449|1|2
773|2443|1|1
774|2531|1|2
775|2488|1|2
776|2496|2|1
777|3391|2|1
778|4773|1|4
779|2542|1|1
780|2550|1|1
781|2515|1|2
782|2466|1|1
783|2500|1|1
784|4795|0|4
785|2741|1|1
786|2421|0|2
787|2419|1|1
788|3115|2|1
789|2997|1|2
790|2892|1|2
791|2443|1|1
792|2442|1|1
793|3145|2|2
794|4108|2|2
795|2414|0|2
796|2737|1|2
797|2444|2|1
798|5763|2|4
799|3207|2|2
800|3125|1|2
801|3443|1|2
802|2495|1|1
803|2460|0|2
804|2548|0|2
805|3077|1|2
806|3147|1|2
807|2525|1|1
808|2502|1|2
809|3028|2|1
810|3028|2|1
811|2559|1|1
812|2435|1|1
813|2599|1|2
814|2507|1|2
815|2550|0|2
816|3216|1|2
817|3220|1|2
818|3685|3|1
819|2443|1|1
820|2523|2|1
821|2521|1|2
822|2454|1|1
823|2516|1|2
824|2477|0|2
825|3196|1|2
826|3440|2|2
827|2509|1|1
828|3123|2|1
829|3118|2|2
830|4093|2|2
831|4384|3|2
832|2492|1|1
833|2601|1|2
