Provide the location of messagelog to calculate delays from
Starting parse...|0|0|0
1520|2474|1|1
1521|3133|1|2
1522|3276|2|1
1523|3209|1|2
1524|2492|2|1
1525|2516|2|1
1526|2455|0|2
1527|3236|2|1
1528|2567|0|2
1529|2555|1|1
1530|2534|1|1
1531|2503|1|1
1532|2555|1|2
1533|2514|1|2
1534|2661|2|1
1535|2449|0|2
1536|2473|1|2
1537|3126|2|1
1538|2751|0|2
1539|2409|1|2
1540|3294|1|2
1541|2514|0|2
1542|3239|2|2
1543|2645|2|1
1544|2582|0|2
1545|3290|2|1
1546|2481|1|2
1547|2560|1|2
1548|3225|1|2
1549|4322|3|1
1550|3261|2|2
1551|3083|2|2
1552|7640|6|2
1553|2879|1|1
1554|2612|1|2
1555|2518|2|1
1556|2547|1|1
1557|2466|1|1
1558|2732|1|1
1559|2456|0|2
1560|2514|1|1
1561|2523|1|2
1562|3256|2|1
1563|3095|1|2
1564|2815|2|1
1565|2653|1|1
1566|2487|1|1
1567|2502|1|2
1568|2554|2|1
1569|3301|2|1
1570|2526|0|2
1571|2474|1|1
1572|2513|1|1
1573|2540|0|2
1574|2566|1|2
1575|2610|1|2
1576|3278|2|1
1577|3318|2|2
1578|2509|1|2
1579|3936|3|1
1580|2532|0|2
1581|3570|1|2
1582|2486|1|1
1583|3384|1|2
1584|2484|0|2
1585|3375|2|1
1586|3794|2|1
1587|3077|1|2
1588|2574|1|2
1589|2572|1|1
1590|4176|2|2
1591|2623|1|1
1592|2509|1|1
1593|4002|2|2
1594|2604|1|2
1595|2950|2|1
1596|2459|1|2
1597|2796|2|1
1598|3312|2|1
1599|3105|2|1
1600|2540|1|2
1601|2938|2|1
1602|2611|1|1
1603|2558|1|2
1604|3299|1|3
1605|2479|1|1
1606|3128|1|2
1607|2410|1|1
1608|2464|1|1
1609|3006|1|2
1610|3311|2|2
1611|2513|1|2
1612|2545|0|3
1613|2543|1|2
1614|2477|0|2
1615|2759|0|2
1616|2929|1|2
1617|2490|1|1
1618|2566|1|2
1619|2441|1|1
1620|2509|1|1
1621|2718|2|1
1622|2514|1|1
1623|2495|0|2
1624|3334|2|2
1625|3093|1|2
1626|3684|2|1
1627|3254|1|2
1628|2679|2|1
1629|2469|0|2
1630|2436|1|2
1631|3099|2|1
1632|3314|1|2
1633|2532|1|1
1634|2487|1|1
1635|2997|1|2
1636|3148|2|1
1637|2517|1|2
1638|2396|1|2
1639|3080|1|2
1640|3874|3|1
1641|2553|0|2
1642|2480|0|2
