Msg-num|Receive time [ms]|Mware time [s]|Send time [nm]|Mail time [s]|Send-to-Server[ms]|Mware-to-Server[s]|Send-to-Mware[s]|Send-to-Email[s]|Mware-to-Email[s]
605|1592248545713|1592248544|1592248542977450218|1592248545|2736|1|2|3|1
606|1592249158545|1592249157|1592249156103873008|1592249158|2442|1|1|2|1
607|1592249772125|1592249770|1592249768991363364|1592249772|3134|2|2|4|2
608|1592250388785|1592250388|1592250386336334890|1592250388|2449|0|2|2|0
609|1592251003189|1592251001|1592250999856508016|1592251003|3333|2|2|4|2
610|1592251616885|1592251615|1592251614450238924|1592251616|2435|1|1|2|1
611|1592252232524|1592252230|1592252228580794936|1592252232|3944|2|2|4|2
612|1592252844631|1592252843|1592252841429509917|1592252844|3202|1|2|3|1
613|1592253458746|1592253455|1592253454513510403|1592253458|4233|3|1|4|3
614|1592254070711|1592254069|1592254068175171707|1592254070|2536|1|1|2|1
615|1592254684313|1592254682|1592254680560456540|1592254684|3753|2|2|4|2
616|1592255296319|1592255295|1592255293837242309|1592255296|2482|1|2|3|1
617|1592255909507|1592255908|1592255907044870262|1592255909|2463|1|1|2|1
618|1592256522488|1592256521|1592256519994547685|1592256522|2494|1|2|3|1
619|1592257135391|1592257134|1592257132902459705|1592257135|2489|1|2|3|1
620|1592257748687|1592257746|1592257745750966683|1592257748|2937|2|1|3|2
621|1592258361039|1592258359|1592258358134789791|1592258360|2905|2|1|2|1
622|1592258973403|1592258972|1592258970953772814|1592258973|2450|1|2|3|1
623|1592259587169|1592259585|1592259583923114981|1592259587|3246|2|2|4|2
624|1592260199986|1592260198|1592260196937746361|1592260199|3049|1|2|3|1
625|1592260812933|1592260811|1592260809711991014|1592260812|3222|1|2|3|1
626|1592261425156|1592261424|1592261422070501603|1592261425|3086|1|2|3|1
627|1592262037514|1592262036|1592262035060533112|1592262037|2454|1|1|2|1
628|1592262650545|1592262649|1592262648079271542|1592262650|2466|1|1|2|1
629|1592263264182|1592263262|1592263261079477860|1592263264|3103|2|1|3|2
630|1592263876236|1592263875|1592263873748633021|1592263876|2488|1|2|3|1
631|1592264488841|1592264487|1592264486136257077|1592264488|2705|1|1|2|1
632|1592265101887|1592265101|1592265099383515567|1592265101|2504|0|2|2|0
633|1592265714974|1592265714|1592265712387794968|1592265714|2587|0|2|2|0
634|1592266327566|1592266326|1592266325003449079|1592266327|2563|1|1|2|1
635|1592266940639|1592266939|1592266937814536161|1592266940|2825|1|2|3|1
636|1592267554045|1592267552|1592267550575237261|1592267553|3470|2|2|3|1
637|1592268166743|1592268164|1592268163408432791|1592268166|3335|2|1|3|2
638|1592268779619|1592268778|1592268776378071718|1592268779|3241|1|2|3|1
639|1592269391841|1592269390|1592269389333505944|1592269391|2508|1|1|2|1
640|1592270004756|1592270003|1592270002289222610|1592270004|2467|1|1|2|1
641|1592270617991|1592270616|1592270615059448783|1592270617|2932|1|1|2|1
642|1592271231180|1592271229|1592271228073401570|1592271231|3107|2|1|3|2
643|1592271843839|1592271841|1592271840678574845|1592271843|3161|2|1|3|2
644|1592272456701|1592272455|1592272453839832272|1592272456|2862|1|2|3|1
645|1592273069369|1592273068|1592273066877516079|1592273069|2492|1|2|3|1
646|1592273682509|1592273681|1592273680029623202|1592273682|2480|1|1|2|1
647|1592274296977|1592274295|1592274293742070842|1592274296|3235|1|2|3|1
648|1592274909196|1592274908|1592274906737404406|1592274909|2459|1|2|3|1
649|1592275523233|1592275521|1592275519690250174|1592275523|3543|2|2|4|2
650|1592276135119|1592276133|1592276132681876918|1592276135|2438|2|1|3|2
651|1592276748094|1592276746|1592276745039360011|1592276748|3055|2|1|3|2
652|1592277360303|1592277359|1592277357797645413|1592277360|2506|1|2|3|1
653|1592277974115|1592277972|1592277970829956872|1592277974|3286|2|2|4|2
654|1592278586295|1592278584|1592278583157494964|1592278586|3138|2|1|3|2
655|1592279198186|1592279197|1592279195713053702|1592279198|2473|1|2|3|1
656|1592279811197|1592279810|1592279808714901322|1592279811|2483|1|2|3|1
657|1592280425609|1592280423|1592280421730493023|1592280425|3879|2|2|4|2
658|1592281037012|1592281035|1592281034505281080|1592281036|2507|2|1|2|1
659|1592281649962|1592281648|1592281647444989546|1592281649|2518|1|1|2|1
660|1592282262872|1592282261|1592282259793232172|1592282262|3079|1|2|3|1
661|1592282875585|1592282873|1592282872369727873|1592282875|3216|2|1|3|2
662|1592283488883|1592283486|1592283485349581012|1592283488|3534|2|1|3|2
663|1592284100846|1592284099|1592284097733966821|1592284100|3113|1|2|3|1
664|1592284712627|1592284711|1592284710115014797|1592284712|2512|1|1|2|1
665|1592285325052|1592285324|1592285322506380091|1592285324|2546|1|2|2|0
666|1592285937828|1592285936|1592285935310876943|1592285937|2518|1|1|2|1
667|1592286550703|1592286550|1592286548256170404|1592286550|2447|0|2|2|0
668|1592287163707|1592287162|1592287161245319778|1592287163|2462|1|1|2|1
669|1592287776866|1592287776|1592287774295489071|1592287776|2571|0|2|2|0
670|1592288389665|1592288389|1592288387218606598|1592288389|2447|0|2|2|0
671|1592289002112|1592289001|1592288999604975488|1592289002|2508|1|2|3|1
672|1592289615033|1592289613|1592289612379034367|1592289614|2654|2|1|2|1
673|1592290228493|1592290226|1592290225336335153|1592290228|3157|2|1|3|2
674|1592290840472|1592290839|1592290837905878069|1592290840|2567|1|2|3|1
675|1592291453523|1592291451|1592291450456836428|1592291453|3067|2|1|3|2
676|1592292066664|1592292065|1592292063452724434|1592292066|3212|1|2|3|1
677|1592292678934|1592292677|1592292676415340275|1592292678|2519|1|1|2|1
