Msg-num|Receive time [ms]|Mware time [s]|Send time [nm]|Mail time [s]|Send-to-Server[ms]|Mware-to-Server[s]|Send-to-Mware[s]|Send-to-Email[s]|Mware-to-Email[s]
1601|1592858917098|1592858915|1592858914160958976|1592858917|2938|2|1|3|2
1602|1592859528742|1592859527|1592859526131036563|1592859528|2611|1|1|2|1
1603|1592860141497|1592860140|1592860138939177686|1592860141|2558|1|2|3|1
1604|1592860755295|1592860754|1592860751996576002|1592860755|3299|1|3|4|1
1605|1592861367488|1592861366|1592861365009760702|1592861367|2479|1|1|2|1
1606|1592861980747|1592861979|1592861977619098018|1592861980|3128|1|2|3|1
1607|1592862592604|1592862591|1592862590194710785|1592862592|2410|1|1|2|1
1608|1592863205651|1592863204|1592863203187919487|1592863205|2464|1|1|2|1
1609|1592863818781|1592863817|1592863815775413726|1592863818|3006|1|2|3|1
1610|1592864432167|1592864430|1592864428856753549|1592864432|3311|2|2|4|2
1611|1592865045145|1592865044|1592865042632138894|1592865045|2513|1|2|3|1
1612|1592865657543|1592865657|1592865654998871234|1592865657|2545|0|3|3|0
1613|1592866270355|1592866269|1592866267812120528|1592866270|2543|1|2|3|1
1614|1592866882885|1592866882|1592866880408442494|1592866882|2477|0|2|2|0
1615|1592867495958|1592867495|1592867493199653342|1592867495|2759|0|2|2|0
1616|1592868108486|1592868107|1592868105557182811|1592868108|2929|1|2|3|1
1617|1592868720993|1592868719|1592868718503170068|1592868720|2490|1|1|2|1
1618|1592869334035|1592869333|1592869331469679463|1592869333|2566|1|2|2|0
1619|1592869946892|1592869945|1592869944451041093|1592869946|2441|1|1|2|1
1620|1592870559919|1592870558|1592870557410124244|1592870559|2509|1|1|2|1
1621|1592871173116|1592871171|1592871170398716443|1592871173|2718|2|1|3|2
1622|1592871785898|1592871784|1592871783384826047|1592871785|2514|1|1|2|1
1623|1592872398874|1592872398|1592872396379401491|1592872398|2495|0|2|2|0
1624|1592873012285|1592873010|1592873008951978527|1592873012|3334|2|2|4|2
1625|1592873624841|1592873623|1592873621748993441|1592873624|3093|1|2|3|1
1626|1592874237974|1592874235|1592874234290723612|1592874237|3684|2|1|3|2
1627|1592874849901|1592874848|1592874846647343003|1592874849|3254|1|2|3|1
1628|1592875462109|1592875460|1592875459430193854|1592875462|2679|2|1|3|2
1629|1592876074475|1592876074|1592876072006592966|1592876074|2469|0|2|2|0
1630|1592876687188|1592876686|1592876684752215801|1592876687|2436|1|2|3|1
1631|1592877300413|1592877298|1592877297314894735|1592877300|3099|2|1|3|2
1632|1592877913612|1592877912|1592877910298551436|1592877913|3314|1|2|3|1
1633|1592878525578|1592878524|1592878523046809278|1592878525|2532|1|1|2|1
1634|1592879138530|1592879137|1592879136043709058|1592879138|2487|1|1|2|1
1635|1592879752030|1592879751|1592879749033411376|1592879751|2997|1|2|2|0
1636|1592880365168|1592880363|1592880362020539376|1592880365|3148|2|1|3|2
1637|1592880977502|1592880976|1592880974985533812|1592880977|2517|1|2|3|1
1638|1592881590358|1592881589|1592881587962561530|1592881590|2396|1|2|3|1
1639|1592882203605|1592882202|1592882200525317821|1592882203|3080|1|2|3|1
1640|1592882817445|1592882814|1592882813571488086|1592882817|3874|3|1|4|3
1641|1592883429965|1592883429|1592883427412235033|1592883429|2553|0|2|2|0
1642|1592884042959|1592884042|1592884040479692908|1592884042|2480|0|2|2|0
1643|1592884655529|1592884654|1592884653078494991|1592884655|2451|1|1|2|1
1644|1592885270018|1592885267|1592885265892468317|1592885269|4126|3|2|4|2
1645|1592885881181|1592885879|1592885878080229299|1592885881|3101|2|1|3|2
1646|1592886500325|1592886492|1592886490959915016|1592886500|9366|8|2|10|8
1647|1592887106446|1592887105|1592887103924121180|1592887106|2522|1|2|3|1
1648|1592887719815|1592887718|1592887716952923934|1592887719|2863|1|2|3|1
1649|1592888332288|1592888331|1592888329772921115|1592888332|2516|1|2|3|1
1650|1592888944809|1592888944|1592888942372896162|1592888944|2437|0|2|2|0
1651|1592889557703|1592889556|1592889555156162311|1592889557|2547|1|1|2|1
1652|1592890170126|1592890168|1592890167529089217|1592890170|2597|2|1|3|2
1653|1592890783395|1592890782|1592890780371497509|1592890783|3024|1|2|3|1
1654|1592891397055|1592891394|1592891393715421519|1592891396|3340|3|1|3|2
1655|1592892009141|1592892008|1592892006616189283|1592892009|2525|1|2|3|1
1656|1592892621719|1592892620|1592892619202510019|1592892621|2517|1|1|2|1
1657|1592893234423|1592893233|1592893231986810056|1592893234|2437|1|2|3|1
1658|1592893847811|1592893846|1592893844761050947|1592893847|3050|1|2|3|1
1659|1592894460404|1592894458|1592894457323164762|1592894460|3081|2|1|3|2
1660|1592895072364|1592895071|1592895069922657257|1592895072|2442|1|2|3|1
1661|1592895693340|1592895684|1592895682977700268|1592895693|10363|9|2|11|9
1662|1592896298455|1592896297|1592896295933539407|1592896298|2522|1|2|3|1
1663|1592896911811|1592896910|1592896908901411668|1592896911|2910|1|2|3|1
1664|1592897525586|1592897523|1592897521907092454|1592897525|3679|2|2|4|2
1665|1592898137207|1592898135|1592898134686634873|1592898137|2521|2|1|3|2
1666|1592898751004|1592898749|1592898747750197337|1592898750|3254|2|2|3|1
1667|1592899363711|1592899361|1592899360549285195|1592899363|3162|2|1|3|2
1668|1592899976157|1592899974|1592899973404941115|1592899976|2753|2|1|3|2
1669|1592900588369|1592900586|1592900585181336351|1592900588|3188|2|1|3|2
1670|1592901200683|1592901199|1592901198196623061|1592901200|2487|1|1|2|1
1671|1592901812845|1592901812|1592901810355827668|1592901812|2490|0|2|2|0
1672|1592902425604|1592902424|1592902423144816770|1592902425|2460|1|1|2|1
1673|1592903039877|1592903038|1592903036109922083|1592903039|3768|1|2|3|1
1674|1592903651601|1592903650|1592903649080819650|1592903651|2521|1|1|2|1
1675|1592904265019|1592904262|1592904261457114028|1592904264|3562|3|1|3|2
1676|1592904877017|1592904876|1592904874216164336|1592904876|2801|1|2|2|0
1677|1592905489295|1592905488|1592905486795998422|1592905489|2500|1|2|3|1
1678|1592906102214|1592906101|1592906099750011684|1592906102|2464|1|2|3|1
1679|1592906715978|1592906713|1592906712713213488|1592906715|3265|2|1|3|2
1680|1592907327588|1592907327|1592907325083538304|1592907327|2505|0|2|2|0
1681|1592907940646|1592907939|1592907938087565330|1592907940|2559|1|1|2|1
1682|1592908553668|1592908553|1592908551135038170|1592908553|2533|0|2|2|0
1683|1592909166680|1592909165|1592909164180106513|1592909166|2500|1|1|2|1
1684|1592909779390|1592909777|1592909776360232566|1592909779|3030|2|1|3|2
1685|1592910391955|1592910391|1592910389144596942|1592910391|2811|0|2|2|0
1686|1592911004670|1592911004|1592911002163270855|1592911004|2507|0|2|2|0
1687|1592911617682|1592911616|1592911615146207598|1592911617|2536|1|1|2|1
1688|1592912231625|1592912229|1592912227915231295|1592912231|3710|2|2|4|2
1689|1592912843174|1592912842|1592912840686552217|1592912843|2488|1|2|3|1
1690|1592913456821|1592913455|1592913453662807604|1592913456|3159|1|2|3|1
1691|1592914071181|1592914069|1592914067759065015|1592914071|3422|2|2|4|2
1692|1592914682968|1592914681|1592914680543689089|1592914682|2425|1|1|2|1
1693|1592915296751|1592915294|1592915292916132407|1592915296|3835|2|2|4|2
1694|1592915908929|1592915907|1592915905508162510|1592915908|3421|1|2|3|1
1695|1592916521364|1592916519|1592916518049356587|1592916521|3315|2|1|3|2
1696|1592917134181|1592917133|1592917131071318964|1592917134|3110|1|2|3|1
1697|1592917746134|1592917745|1592917743612988524|1592917746|2522|1|2|3|1
1698|1592918358912|1592918357|1592918356391865397|1592918358|2521|1|1|2|1
1699|1592918972289|1592918971|1592918969199812359|1592918972|3090|1|2|3|1
1700|1592919585821|1592919584|1592919583099538119|1592919585|2722|1|1|2|1
1701|1592920203192|1592920201|1592920199623882144|1592920203|3569|2|2|4|2
1702|1592920815179|1592920814|1592920812390929094|1592920815|2789|1|2|3|1
1703|1592921427732|1592921426|1592921425164083432|1592921427|2568|1|1|2|1
1704|1592922046658|1592922045|1592922044189781080|1592922046|2469|1|1|2|1
1705|1592922660274|1592922658|1592922656995087866|1592922660|3279|2|2|4|2
1706|1592923272536|1592923271|1592923269978607357|1592923272|2558|1|2|3|1
1707|1592923885206|1592923883|1592923882742624039|1592923885|2464|2|1|3|2
1708|1592924498215|1592924497|1592924495712826111|1592924498|2503|1|2|3|1
1709|1592925111184|1592925110|1592925108654768426|1592925111|2530|1|2|3|1
1710|1592925724168|1592925722|1592925721610026617|1592925724|2558|2|1|3|2
1711|1592926337638|1592926336|1592926334395567552|1592926337|3243|1|2|3|1
1712|1592926949666|1592926948|1592926947112172168|1592926949|2554|1|1|2|1
1713|1592927563733|1592927561|1592927559871281892|1592927563|3862|2|2|4|2
1714|1592928174519|1592928173|1592928172035477448|1592928174|2484|1|1|2|1
1715|1592928787536|1592928786|1592928785030815044|1592928787|2506|1|1|2|1
1716|1592929400866|1592929399|1592929398160964713|1592929400|2706|1|1|2|1
1717|1592930014147|1592930012|1592930010988818308|1592930014|3159|2|2|4|2
1718|1592930626553|1592930625|1592930623973808139|1592930626|2580|1|2|3|1
1719|1592931239922|1592931238|1592931236958331031|1592931239|2964|1|2|3|1
1720|1592931852100|1592931850|1592931849616101839|1592931852|2484|2|1|3|2
1721|1592932464483|1592932464|1592932462032331399|1592932464|2451|0|2|2|0
1722|1592933078966|1592933077|1592933076096818721|1592933078|2870|1|1|2|1
1723|1592933692305|1592933690|1592933689064946667|1592933692|3241|2|1|3|2
1724|1592934304531|1592934304|1592934302042876216|1592934304|2489|0|2|2|0
1725|1592934917413|1592934916|1592934915007579276|1592934917|2406|1|1|2|1
1726|1592935530354|1592935529|1592935527772584017|1592935530|2582|1|2|3|1
1727|1592936143754|1592936142|1592936140537339648|1592936143|3217|1|2|3|1
1728|1592936755516|1592936754|1592936753100335800|1592936755|2416|1|1|2|1
1729|1592937368425|1592937367|1592937366011639532|1592937368|2414|1|1|2|1
1730|1592937982234|1592937981|1592937979252718606|1592937982|2982|1|2|3|1
1731|1592938594683|1592938593|1592938592238679674|1592938594|2445|1|1|2|1
1732|1592939211155|1592939208|1592939205040389762|1592939211|6115|3|3|6|3
1733|1592939821098|1592939820|1592939818035424003|1592939821|3063|1|2|3|1
1734|1592940433403|1592940432|1592940430845646955|1592940433|2558|1|2|3|1
1735|1592941047109|1592941045|1592941043803726531|1592941047|3306|2|2|4|2
1736|1592941660136|1592941657|1592941656345328282|1592941660|3791|3|1|4|3
1737|1592942273331|1592942271|1592942269406514677|1592942273|3925|2|2|4|2
1738|1592942885638|1592942883|1592942882137994376|1592942885|3501|2|1|3|2
1739|1592943497322|1592943496|1592943494919184348|1592943497|2403|1|2|3|1
1740|1592944110317|1592944109|1592944107300081564|1592944110|3017|1|2|3|1
1741|1592944722335|1592944721|1592944719853590052|1592944722|2482|1|2|3|1
1742|1592945335402|1592945334|1592945332835185459|1592945335|2567|1|2|3|1
1743|1592945948306|1592945947|1592945945852349240|1592945948|2454|1|2|3|1
1744|1592946562034|1592946560|1592946558800735003|1592946561|3234|2|2|3|1
1745|1592947173553|1592947172|1592947171030701867|1592947173|2523|1|1|2|1
1746|1592947786305|1592947785|1592947783869048699|1592947786|2436|1|2|3|1
1747|1592948399398|1592948398|1592948396902252602|1592948399|2496|1|2|3|1
1748|1592949012154|1592949011|1592949009698581782|1592949012|2456|1|2|3|1
1749|1592949626142|1592949624|1592949622672036757|1592949626|3470|2|2|4|2
1750|1592950237940|1592950236|1592950235443971728|1592950237|2497|1|1|2|1
1751|1592950850599|1592950849|1592950847812454547|1592950850|2787|1|2|3|1
1752|1592951463037|1592951462|1592951460560576490|1592951462|2477|1|2|2|0
1753|1592952075252|1592952074|1592952072728893659|1592952075|2524|1|2|3|1
1754|1592952688538|1592952687|1592952685309058123|1592952688|3229|1|2|3|1
1755|1592953301402|1592953300|1592953298320104864|1592953301|3082|1|2|3|1
1756|1592953914774|1592953913|1592953911307935818|1592953914|3467|1|2|3|1
1757|1592954526874|1592954525|1592954523695897326|1592954526|3179|1|2|3|1
1758|1592955139589|1592955137|1592955136450364292|1592955139|3139|2|1|3|2
1759|1592955751825|1592955750|1592955749011080668|1592955751|2814|1|1|2|1
1760|1592956366863|1592956366|1592956362044578577|1592956366|4819|0|4|4|0
1761|1592956976993|1592956975|1592956974452636103|1592956976|2541|1|1|2|1
1762|1592957590199|1592957588|1592957587046994538|1592957590|3153|2|1|3|2
1763|1592958203159|1592958201|1592958199996859920|1592958203|3163|2|2|4|2
1764|1592958816516|1592958815|1592958814048633584|1592958816|2468|1|1|2|1
1765|1592959428830|1592959428|1592959426388091908|1592959428|2442|0|2|2|0
1766|1592960042290|1592960040|1592960039168936166|1592960042|3122|2|1|3|2
1767|1592960655109|1592960653|1592960652118725023|1592960655|2991|2|1|3|2
1768|1592961267114|1592961266|1592961264664703479|1592961267|2450|1|2|3|1
1769|1592961881077|1592961879|1592961878221796360|1592961880|2856|2|1|2|1
1770|1592962494214|1592962491|1592962490827224550|1592962494|3387|3|1|4|3
1771|1592963107126|1592963105|1592963103781571123|1592963107|3345|2|2|4|2
1772|1592963719580|1592963718|1592963716577897573|1592963719|3003|1|2|3|1
1773|1592964332717|1592964330|1592964329565091402|1592964332|3152|2|1|3|2
1774|1592964944905|1592964943|1592964942127568149|1592964944|2778|1|1|2|1
1775|1592965557458|1592965556|1592965554941982763|1592965557|2517|1|2|3|1
1776|1592966172515|1592966170|1592966168509317409|1592966172|4006|2|2|4|2
1777|1592966784587|1592966783|1592966781479907701|1592966784|3108|1|2|3|1
1778|1592967396304|1592967395|1592967393832176052|1592967396|2472|1|2|3|1
1779|1592968009078|1592968008|1592968006625434907|1592968008|2453|1|2|2|0
1780|1592968622277|1592968620|1592968619200555376|1592968622|3077|2|1|3|2
1781|1592969235187|1592969233|1592969231982965290|1592969235|3205|2|2|4|2
1782|1592969847242|1592969846|1592969844762070935|1592969847|2480|1|2|3|1
1783|1592970460805|1592970460|1592970458374970534|1592970460|2431|0|2|2|0
1784|1592971074058|1592971073|1592971071331572133|1592971073|2727|1|2|2|0
1785|1592971687161|1592971685|1592971683684712132|1592971687|3477|2|2|4|2
1786|1592972302135|1592972300|1592972296491636861|1592972302|5644|2|4|6|2
1787|1592972911559|1592972910|1592972909093559070|1592972911|2466|1|1|2|1
1788|1592973525550|1592973523|1592973522082709957|1592973525|3468|2|1|3|2
1789|1592974137286|1592974136|1592974134867904571|1592974137|2419|1|2|3|1
1790|1592974751012|1592974749|1592974747857518950|1592974750|3155|2|2|3|1
1791|1592975363177|1592975361|1592975360643049727|1592975363|2534|2|1|3|2
1792|1592975975961|1592975975|1592975973431683764|1592975975|2530|0|2|2|0
1793|1592976589489|1592976587|1592976586368214958|1592976589|3121|2|1|3|2
1794|1592977201721|1592977200|1592977199180012404|1592977201|2541|1|1|2|1
1795|1592977814759|1592977814|1592977812174831298|1592977814|2585|0|2|2|0
1796|1592978427690|1592978426|1592978425189396967|1592978427|2501|1|1|2|1
1797|1592979040213|1592979039|1592979037530410466|1592979040|2683|1|2|3|1
1798|1592979653064|1592979651|1592979650329125679|1592979652|2735|2|1|2|1
1799|1592980266124|1592980263|1592980262884955246|1592980266|3240|3|1|4|3
1800|1592980878620|1592980877|1592980875927636938|1592980878|2693|1|2|3|1
1801|1592981491021|1592981490|1592981488530463007|1592981490|2491|1|2|2|0
1802|1592982104389|1592982102|1592982101471269387|1592982104|2918|2|1|3|2
1803|1592982716776|1592982715|1592982714243265739|1592982716|2533|1|1|2|1
1804|1592983329789|1592983329|1592983327311964360|1592983329|2478|0|2|2|0
