Starting parse...
113|1591947064208|1591946863|1591946861577547187
113|1591947314241|1591946863|1591946861577547187
114|1591947476897|1591947475|1591947474363746271
114|1591947546942|1591947475|1591947474363746271
114|1591947676999|1591947475|1591947474363746271
114|1591947927039|1591947475|1591947474363746271
115|1591948089438|1591948088|1591948086928647305
115|1591948159486|1591948088|1591948086928647305
115|1591948289529|1591948088|1591948086928647305
115|1591948539581|1591948088|1591948086928647305
116|1591948702509|1591948701|1591948699911740461
116|1591948772553|1591948701|1591948699911740461
116|1591948902609|1591948701|1591948699911740461
116|1591949083852|1591948701|1591948699911740461
117|1591949247451|1591949314|1591949313786419684
117|1591949317496|1591949314|1591949313786419684
117|1591949451984|1591949314|1591949313786419684
117|1591949722881|1591949314|1591949313786419684
118|1591949899384|1591949928|1591949926862292633
118|1591949975259|1591949928|1591949926862292633
118|1591950116142|1591949928|1591949926862292633
118|1591950379489|1591949928|1591949926862292633
119|1591950543032|1591950542|1591950540521938842
119|1591950613071|1591950542|1591950540521938842
119|1591950743123|1591950542|1591950540521938842
119|1591950993163|1591950542|1591950540521938842
120|1591951158562|1591951157|1591951153732369721
120|1591951228605|1591951157|1591951153732369721
120|1591951358660|1591951157|1591951153732369721
120|1591951608696|1591951157|1591951153732369721
121|1591951768697|1591951767|1591951766266772859
121|1591951838740|1591951767|1591951766266772859
121|1591951968791|1591951767|1591951766266772859
121|1591952218831|1591951767|1591951766266772859
122|1591952382162|1591952381|1591952379711927820
122|1591952452194|1591952381|1591952379711927820
122|1591952582240|1591952381|1591952379711927820
122|1591952832293|1591952381|1591952379711927820
123|1591952996075|1591952994|1591952993477962445
123|1591953066169|1591952994|1591952993477962445
123|1591953196218|1591952994|1591952993477962445
123|1591953446264|1591952994|1591952993477962445
124|1591953610244|1591953608|1591953606264019689
124|1591953680287|1591953608|1591953606264019689
124|1591953810347|1591953608|1591953606264019689
124|1591954060392|1591953608|1591953606264019689
125|1591954222724|1591954220|1591954219054382400
125|1591954292770|1591954220|1591954219054382400
125|1591954422825|1591954220|1591954219054382400
125|1591954672858|1591954220|1591954219054382400
126|1591954834803|1591954833|1591954832268109776
126|1591954904847|1591954833|1591954832268109776
126|1591955034898|1591954833|1591954832268109776
126|1591955284947|1591954833|1591954832268109776
127|1591955448132|1591955447|1591955445629072328
127|1591955518175|1591955447|1591955445629072328
127|1591955648218|1591955447|1591955445629072328
127|1591955898275|1591955447|1591955445629072328
128|1591956062054|1591956060|1591956058599894850
128|1591956132107|1591956060|1591956058599894850
128|1591956262157|1591956060|1591956058599894850
128|1591956512191|1591956060|1591956058599894850
129|1591956674149|1591956673|1591956671617447112
129|1591956746066|1591956673|1591956671617447112
129|1591956876111|1591956673|1591956671617447112
129|1591957126163|1591956673|1591956671617447112
130|1591957287105|1591957286|1591957284615935222
130|1591957357135|1591957286|1591957284615935222
130|1591957487183|1591957286|1591957284615935222
130|1591957737234|1591957286|1591957284615935222
131|1591957899961|1591957899|1591957897503166971
131|1591957970014|1591957899|1591957897503166971
131|1591958100058|1591957899|1591957897503166971
